"SL No.","UPC Code","Item Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
772,8941100615393,"Clear Anti Dandruff Shampoo Anti Hair Fall 90 ml",83.5,95,Uniliver,0,0
773,8941100615478,"Clear Anti Dandruff Soft and Shiny 180 ml",159.25,180,Uniliver,0,0
774,11708101779100,"Clear Anti-Dandruff  Anti Hair Fall Shampoo 90ml",0,0,Uniliver,0,0
775,11708101778800,"Clear Anti-Dandruff  Complete Active Care Shampoo 90ml",0,0,Uniliver,0,0
776,11708101778200,"Clear Anti-Dandruff  Soft & Shiny Shampoo 180ml",0,0,Uniliver,0,0
777,11708101777800,"Clear Anti-Dandruff Complete Active Care Shampoo 90ml",0,0,Uniliver,0,0
778,11708101777700,"Clear Anti-Dandruff Nourishing Shampoo 180ml",0,0,Uniliver,0,0
779,8941100648438,"Clear Anti-Dandruff Nourishing Shampoo 375 ml",273.17,310,Uniliver,0,0
780,8941100645543,"Clear men A.D cool sport menthol shampoo 350ml",278,320,Uniliver,0,0
781,8941100645611,"Clear Men Anti Dandruff Cool Sport Menthol 180 ml",169,195,Uniliver,0,0
782,11708101779600,"Clear Men Anti-Dandruff  Cool Sport Menthol Shampoo 180ml",0,0,Uniliver,0,0
783,8941100651001,"Closeup Fresh Breath 145gm",93.25,105,Uniliver,0,0
784,8941100650813,"Closeup menthol fresh 145gm",93.25,105,Uniliver,0,0
785,8941100651834,"closeup menthol fresh 50gm",35.5,40,Uniliver,0,0
786,8941100650820,"Closeup menthol fresh toothpaste 100gm",68.75,78,Uniliver,0,0
787,8941100650868,"closeup red hot Toothpaste",93.25,145,Uniliver,0,0
788,11708131958500,"Cloth Item A000200",330,600,"Home Plus Own Collection",0,0
789,11708131958600,"Cloth Item A000201",580,850,"Home Plus Own Collection",0,0
790,11708131958700,"Cloth Item A000202",0,0,"Home Plus Own Collection",0,0
791,11708131958800,"Cloth Item A000203",520,790,"Home Plus Own Collection",0,0
792,11708131958900,"Cloth Item A000204",620,890,"Home Plus Own Collection",0,0
793,11708131959000,"Cloth Item A000205",400,700,"Home Plus Own Collection",0,0
794,11708131959100,"Cloth Item A000206",820,1090,"Home Plus Own Collection",0,0
795,11708131959200,"Cloth Item A000207",520,790,"Home Plus Own Collection",0,0
796,11708131959300,"Cloth Item A000208",680,950,"Home Plus Own Collection",0,0
797,11708131959500,"Cloth Item A000209",530,800,"Home Plus Own Collection",0,0
798,11708131959600,"Cloth Item A000210",720,990,"Home Plus Own Collection",0,0
799,11708131959700,"Cloth Item A000211",630,900,"Home Plus Own Collection",0,0
800,11708131959800,"Cloth Item A000212",0,0,"Home Plus Own Collection",0,0
801,11708131959900,"Cloth Item A000213",0,0,"Home Plus Own Collection",0,0
802,11708131960000,"Cloth Item A000214",370,550,"Home Plus Own Collection",0,0
803,11708131960100,"Cloth Item A000215",340,520,"Home Plus Own Collection",0,0
804,11708131960200,"Cloth Item A000216",370,550,"Home Plus Own Collection",0,0
805,11708131960300,"Cloth Item A000217",270,450,"Home Plus Own Collection",0,0
806,11708131960400,"Cloth Item A000218",280,550,"Home Plus Own Collection",0,0
807,11708131960500,"Cloth Item A000219",0,0,"Home Plus Own Collection",0,0
808,11708131960600,"Cloth Item A000220",0,0,"Home Plus Own Collection",0,0
809,11708131960700,"Cloth Item A000221",580,850,"Home Plus Own Collection",0,0
810,11708131960800,"Cloth Item A000222",270,450,"Home Plus Own Collection",0,0
811,11708131960900,"Cloth Item A000223",310,490,"Home Plus Own Collection",0,0
812,11708131961000,"Cloth Item A000224",0,0,"Home Plus Own Collection",0,0
813,11708131961100,"Cloth Item A000225",570,750,"Home Plus Own Collection",0,0
814,11708131961200,"Cloth Item A000226",90,270,"Home Plus Own Collection",0,0
815,11708131961300,"Cloth Item A000231",0,0,"Home Plus Own Collection",0,0
816,11708131961400,"Cloth Item A000232",0,0,"Home Plus Own Collection",0,0
817,11708131961500,"Cloth Item A000233",0,0,"Home Plus Own Collection",0,0
818,11708131961600,"Cloth Item A000234",0,0,"Home Plus Own Collection",0,0
819,11708131961700,"Cloth Item A000235",0,0,"Home Plus Own Collection",0,0
820,11708131961800,"Cloth Item A000236",0,0,"Home Plus Own Collection",0,0
821,11708131962000,"Cloth Item A000237",0,0,"Home Plus Own Collection",0,0
822,11708131962100,"Cloth Item A000238",0,0,"Home Plus Own Collection",0,0
823,11708131962200,"Cloth Item A000239",0,0,"Home Plus Own Collection",0,0
824,11708131962300,"Cloth Item A000240",0,0,"Home Plus Own Collection",0,0
825,11708131962400,"Cloth Item A000241",0,0,"Home Plus Own Collection",0,0
826,11708131962500,"Cloth Item A000242",0,0,"Home Plus Own Collection",0,0
827,11708131962600,"Cloth Item A000243",0,0,"Home Plus Own Collection",0,0
828,11708131962700,"Cloth Item A000244",0,0,"Home Plus Own Collection",0,0
829,11708131962800,"Cloth Item A000245",0,0,"Home Plus Own Collection",0,0
830,11708131962900,"Cloth Item A000246",0,0,"Home Plus Own Collection",0,0
831,11708131963000,"Cloth Item A000247",0,0,"Home Plus Own Collection",0,0
832,11708131963100,"Cloth Item A000248",0,0,"Home Plus Own Collection",0,0
833,6085010094342,"Club De Nuit Woman Body spray 200ml",280,350,"Pearl International",0,0
834,8907525000015,"Coca-Cola 250ml",32.08,35,"ABDUL MONEM LTD",0,0
835,8907525000183,"Cocacola 1000ml",55,60,"ABDUL MONEM LTD",0,0
836,8907525000237,"Cocacola 2.25ltr",94.15,110,"Abdul monem cocacola",0,0
837,8907525000220,"Cocacola 2ltr",102,110,"ABDUL MONEM LTD",0,0
838,8907525000152,"Cocacola 500ml",32.25,35,"ABDUL MONEM LTD",0,0
839,8941170015222,"Cock Vermicelli 200gm",29,35,"SHAJEEB CORPORATION",0,0
840,11709112123600,"coco mama instant noodles 3packs ",38.5,45,"COCOLA FOOD PRODUCTS LTD",0,0
841,8941155013670,"cocola 2  minits noodles chicken masala  8pcs ",85,100,"COCOLA FOOD PRODUCTS LTD",0,0
842,8941155032701,"Cocola Bowl Chicken Noodles 70gm",32,40,"COCOLA FOOD PRODUCTS LTD",0,0
843,8941155032718,"cocola bowl noodles beff bhuna 70g",32,40,"COCOLA FOOD PRODUCTS LTD",0,0
844,7668079368112,"Cocola Champhion Chocolate Biscuit ",13,15,"COCOLA FOOD PRODUCTS LTD",0,0
845,8941155013519,"Cocola Chicken Masala ",15,20,"COCOLA FOOD PRODUCTS LTD",0,0
846,8941155013694,"Cocola Chicken Masala 744 gm",160,180,"COCOLA FOOD PRODUCTS LTD",0,0
847,894115503694,"Cocola Chicken Nodoles bnadle pack",38.5,45,"COCOLA FOOD PRODUCTS LTD",0,0
848,8941155013625,"cocola cook masala noodles 400g",52,65,"KALLOL LTD ",0,0
849,8941155013502,"Cocola Egg Noodles stick",14,18,"COCOLA FOOD PRODUCTS LTD",0,0
850,004408047179,"cocola gems 15g",4.31,5,"COCOLA FOOD PRODUCTS LTD",0,0
851,89411550113687,"Cocola Mr.Chicken Noodles ",0,0,"COCOLA FOOD PRODUCTS LTD",0,0
852,8941155013687,"Cocola Mr.Chicken Noodles 180 g",17,20,"COCOLA FOOD PRODUCTS LTD",0,0
853,894115501387,"Cocola Mr.Chicken Noodles 180g",0,0,"COCOLA FOOD PRODUCTS LTD",0,0
854,8941155008287,"Cocola Romeo Black Biscuit 35 g",7,10,"COCOLA FOOD PRODUCTS LTD",0,0
855,042021047176,"cocola shahai tost biscuit 350g ",41,50,"COCOLA FOOD PRODUCTS LTD",0,0
856,8941155008188,"cocola the real wafer roll  jar ",51.61,60,"COCOLA FOOD PRODUCTS LTD",0,0
857,9556202802863,"Cocorex Colar In wash Stain Remover lemon 1kg",220,260,"Q  Q TRADING LTD",0,0
858,9556202801026,"Cocorex Lemon Bleach ",215,240,"Q  Q TRADING LTD",0,0
859,9556202800975,"cocorex Regular 1kg",215,240,"Q  Q TRADING LTD",0,0
860,9556202801941,"Cocorex wash stain Remover 1kg",220,260,"Q  Q TRADING LTD",0,0
861,6281058102081,"Code Red 250ml ",90,130,"Home Plus Own Collection",0,0
862,8941128000867,"Coffee Kep Candy 50 Pcs",38,50,"Al-Madina Pvt Ltd",0,0
863,8850305320257,"Coin chocolate 56g",73,100,"Al-Madina Pvt Ltd",0,0
864,025929127256,"Colar Me Red Body spray 150ml",215,290,"Glo Brands",0,0
865,8901314009586,"colgate Active salt 100g",62,70,"ACI Limited",0,0
866,8901314009081,"Colgate active salt toothpaste 200gm IMP",123.89,125,"ACI Limited",0,0
867,8901314009784,"Colgate active salt toothpaste 50gm IMP",38.2,45,"ACI Limited",0,0
868,8901314021540,"COLGATE HERBAL 100G",64,70,"ACI Limited",0,0
869,8901314021045,"Colgate Herbal 200gm IMP",107,120,"ACI Limited",0,0
870,8901314114426,"COLGATE MAX FRESH  150G",118,130,"ACI Limited",0,0
871,8901314114518,"COLGATE MAX FRESH 80G",70,80,"ACI Limited",0,0
872,8901314010520,"Colgate strong teeth 100gm IMP",59.87,65,"ACI Limited",0,0
873,8901314010025,"Colgate strong teeth 200gm",110,120,"ACI Limited",0,0
874,8901314077790,"Colgate visible white toothpaste 100gm",141.59,160,"ACI Limited",0,0
875,8901314017994,"Colgate Zigzag Plus tooth Brush Soft",17.5,50,"Matador Group",0,0
876,8801019412141,"colour bubble gum",9.5,15,"International Beverages Private Lim",0,0
877,025929124514,"Colour Me Blue Body Spray 150ml",232,290,"Glo Brands",0,0
878,025929126846,"Colour Me Blue Perfume 50ml",428,625,"Glo Brands",0,0
879,025929130287,"Colour Me Femme Gold Body Spray 150ml",200,260,"Banijjo international",0,0
880,025929124415,"Colour Me Flowews Body Spray 150ml",232,290,"Glo Brands",0,0
881,025929122282,"Colour me Gold Body Spray 150ml",195,260,"Banijjo international",0,0
882,025929121957,"Colour Me Gold Perfum 50 ml",480,625,"Glo Brands",0,0
883,025929122206,"Colour Me Gold Perfum 90 ml",950,1150,"Banijjo international",0,0
884,025929124118,"COLOUR ME HIGHLY PERFUMED BODY SPRAY",195,260,"Banijjo international",0,0
885,025929121605,"Colour Me Purple Perfum 50 ml",468,625,"Glo Brands",0,0
886,025929121506,"Colour Me Red Perfum 50 ml",428,625,"Glo Brands",0,0
887,025929123715,"Colour Me Silver Body Spray 150ml",195,260,"Banijjo international",0,0
888,21708091725500,"Comfort Plus Electric Hot Water Bag",0,0,Aponjon,0,0
889,8901542004612,"COMPLAIN 500G",420,499,"TRANSCOM  CONSUMER PRODUCT",0,0
890,8696630130693,"Cool breeze cobalt reflect body spray 200ml",175,235,"ELIT MARKETING CO",0,0
891,8696630130648,"Cool breeze cotton touch body spray 200ml",175,235,"ELIT MARKETING CO",0,0
892,8696630130709,"Cool breeze extreme limit body spray 200ml",175,235,"ELIT MARKETING CO",0,0
893,8696630130792,"Cool breeze oxygen dose body spray 200ml",175,235,"ELIT MARKETING CO",0,0
894,8696630130723,"Cool breeze quantum energy body spray 200ml",175,235,"ELIT MARKETING CO",0,0
895,21708091732500,"Coriander Powder 200g",0,0,Aponjon,0,0
896,9556138001576,"Cream toffe ",86.66,110,"Home Plus Own Collection",0,0
897,11708131930700,"Crockeries Yc 000501",0,0,"Home Plus Own Collection",0,0
898,11708131984400,"Crockeries YC000501",630,900,"Home Plus Own Collection",0,0
899,11708131931100,"Crockeries Yc000502",45,55,"Home Plus Own Collection",0,0
900,11708131931600,"Crockeries Yc000503",0,0,"Home Plus Own Collection",0,0
901,11708131931900,"Crockeries Yc000504",850,1260,"Home Plus Own Collection",0,0
902,11708131932100,"Crockeries Yc000505",850,1380,"Home Plus Own Collection",0,0
903,11708131932400,"Crockeries Yc000506",0,0,"Home Plus Own Collection",0,0
904,11708131932700,"Crockeries Yc000507",0,0,"Home Plus Own Collection",0,0
905,11708131933000,"Crockeries Yc000508",1520,2190,"Home Plus Own Collection",0,0
906,11708131933300,"Crockeries Yc000509",1980,2820,"Home Plus Own Collection",0,0
907,11708131933600,"Crockeries Yc000510",1432,1790,"Home Plus Own Collection",0,0
908,11708131936000,"Crockeries Yc000518",1640,2340,"Home Plus Own Collection",0,0
909,11708131938700,"Crockeries Yc000532",480,690,"Home Plus Own Collection",0,0
910,11708131938800,"Crockeries Yc000533",530,760,"Home Plus Own Collection",0,0
911,11708131938900,"Crockeries Yc000534",420,600,"Home Plus Own Collection",0,0
912,11708131939000,"Crockeries Yc000535",0,0,"Home Plus Own Collection",0,0
913,11708131939200,"Crockeries Yc000536",460,665,,0,0
914,11708131939500,"Crockeries Yc000537",770,1100,"Home Plus Own Collection",0,0
915,11708131939800,"Crockeries Yc000538",580,835,"Home Plus Own Collection",0,0
916,11708131939900,"Crockeries Yc000539",500,715,"Home Plus Own Collection",0,0
917,11708131940200,"Crockeries Yc000540",480,695,"Home Plus Own Collection",0,0
918,11708131940500,"Crockeries Yc000541",1100,1620,"Home Plus Own Collection",0,0
919,11708131940800,"Crockeries Yc000542",0,0,"Home Plus Own Collection",0,0
920,11708131940900,"Crockeries Yc000543",0,0,"Home Plus Own Collection",0,0
921,11708131941000,"Crockeries Yc000544",816,1040,"Home Plus Own Collection",0,0
922,11708131941100,"Crockeries Yc000545",0,0,"Home Plus Own Collection",0,0
923,11708131941200,"Crockeries Yc000546",1000,1250,"Home Plus Own Collection",0,0
924,11708131941300,"Crockeries Yc000547",660,945,"Home Plus Own Collection",0,0
925,11708131941400,"Crockeries Yc000548",0,0,"Home Plus Own Collection",0,0
926,11708131941500,"Crockeries Yc000549",690,1020,"Home Plus Own Collection",0,0
927,11708131941600,"Crockeries Yc000550",0,0,"Home Plus Own Collection",0,0
928,11708131941700,"Crockeries Yc000551",0,0,"Home Plus Own Collection",0,0
929,11708131941800,"Crockeries Yc000552",1285,1890,"Home Plus Own Collection",0,0
930,11708131941900,"Crockeries Yc000553",0,0,"Home Plus Own Collection",0,0
931,11708131942000,"Crockeries Yc000554",0,0,"Home Plus Own Collection",0,0
932,11708131942100,"Crockeries Yc000555",0,0,"Home Plus Own Collection",0,0
933,11708131942200,"Crockeries Yc000556",0,0,"Home Plus Own Collection",0,0
934,11708131942500,"Crockeries Yc000557",0,0,"Home Plus Own Collection",0,0
935,11708131942600,"Crockeries Yc000558",800,1000,"Home Plus Own Collection",0,0
936,11708131942700,"Crockeries Yc000559",0,0,"Home Plus Own Collection",0,0
937,11708131943100,"Crockeries Yc000560",280,370,"Home Plus Own Collection",0,0
938,11708131943700,"Crockeries Yc000561",0,0,"Home Plus Own Collection",0,0
939,11708131944000,"Crockeries Yc000562",2010,2970,"Home Plus Own Collection",0,0
940,11708131944300,"Crockeries Yc000563",1320,1915,"Home Plus Own Collection",0,0
941,11708131944600,"Crockeries Yc000564",1600,2000,"Home Plus Own Collection",0,0
942,11708131944800,"Crockeries Yc000565",0,0,"Home Plus Own Collection",0,0
943,11708131944900,"Crockeries Yc000566",0,0,"Home Plus Own Collection",0,0
944,11708131945100,"Crockeries Yc000567",810,900,"Home Plus Own Collection",0,0
945,11708131945500,"Crockeries Yc000568",0,0,"Home Plus Own Collection",0,0
946,11708131945800,"Crockeries Yc000569",460,680,"Home Plus Own Collection",0,0
947,11708131946100,"Crockeries Yc000570",600,720,"Home Plus Own Collection",0,0
948,11708131946300,"Crockeries Yc000571",350,530,"Home Plus Own Collection",0,0
949,11708131946900,"Crockeries Yc000572",880,1260,"Home Plus Own Collection",0,0
950,11708131947400,"Crockeries Yc000573",900,1325,"Home Plus Own Collection",0,0
951,11708131947600,"Crockeries Yc000574",976,1435,"Home Plus Own Collection",0,0
952,11708131947800,"Crockeries Yc000575",1085,1550,"Home Plus Own Collection",0,0
953,11708131948000,"Crockeries Yc000576",1170,1675,"Home Plus Own Collection",0,0
954,11708131948300,"Crockeries Yc000577",0,0,"Home Plus Own Collection",0,0
955,11708131948600,"Crockeries Yc000578",0,0,"Home Plus Own Collection",0,0
956,11708131948900,"Crockeries Yc000579",310,445,"Home Plus Own Collection",0,0
957,11708131949300,"Crockeries Yc000580",256,365,"Home Plus Own Collection",0,0
958,11708131949700,"Crockeries Yc000581",40,60,"Home Plus Own Collection",0,0
959,11708131950000,"Crockeries Yc000582",0,0,"Home Plus Own Collection",0,0
960,11708131950300,"Crockeries Yc000583",0,0,"Home Plus Own Collection",0,0
961,11708131950600,"Crockeries Yc000584",0,0,"Home Plus Own Collection",0,0
962,11708131950800,"Crockeries Yc000585",0,0,"Home Plus Own Collection",0,0
963,11708131950900,"Crockeries Yc000586",0,0,"Home Plus Own Collection",0,0
964,11708131951000,"Crockeries Yc000587",0,0,"Home Plus Own Collection",0,0
965,11708131951100,"Crockeries YC000588",196,280,"Home Plus Own Collection",0,0
966,11708131951400,"Crockeries YC000589",0,0,"Home Plus Own Collection",0,0
967,11708131951700,"Crockeries YC000590",1680,2390,"Home Plus Own Collection",0,0
968,8801056412012,"Crunch pear 238ml",55,80,"Home Plus Own Collection",0,0
969,4792054005204,"Cucumber Facial Wash 100ml",110,185,"HOSSEN TREADING INT ",0,0
970,21708091732600,"Cumin Powder 100g",0,0,Aponjon,0,0
971,11708111857100,"cumin powder50gm",0,0,"Square Food and Beverage Ltd",0,0
972,6920252100560,"cup chocolate ",8.5,50,"Home Plus Own Collection",0,0
973,8850169047024,"CUSSONNS IMPERIAL LEATHER 200G",110,130,"PT CONSUMAR PRODUCTS ",0,0
974,8901515011128,"CUSSONS IMPERIAL LEATHER 125G",75,85,"PT CONSUMAR PRODUCTS ",0,0
975,088021511088,"Cute After Shave 40ml",40,45,"MOUSUMI ENTERPRISES LTD ",0,0
976,088021511064,"Cute After Shave Lotion 100ml",90,110,"MOUSUMI ENTERPRISES LTD ",0,0
977,11710082226200,"Cute After Shave lotion 50",55,64,"MOUSUMI ENTERPRISES LTD ",0,0
978,088021511071,"Cute After Shave Lotion 50ml",55,65,"MOUSUMI ENTERPRISES LTD ",0,0
979,088021511286,"Cute Amla Hair Oil 110ml",50,60,"MOUSUMI ENTERPRISES LTD ",0,0
980,11708302096600,"Cute coconut oil 330 ml",152,170,"MOUSUMI ENTERPRISES LTD ",0,0
981,11710082225700,"Cute Cold Cream 100g",80,90,"MOUSUMI ENTERPRISES LTD ",0,0
982,11710082225800,"Cute Cold Cream 50g",49,55,"MOUSUMI ENTERPRISES LTD ",0,0
983,0088021512726,"Cute Flower Talc",55,65,"MOUSUMI ENTERPRISES LTD ",0,0
984,088021512726,"Cute Flower Talc 200gm",0,0,"MOUSUMI ENTERPRISES LTD ",0,0
985,1770100,"Cute french perfumed talc",0,0,"MOUSUMI ENTERPRISES LTD ",0,0
986,11708142002400,"Cute French Perfumed Talc 225g",57,65,"MOUSUMI ENTERPRISES LTD ",0,0
987,2002300,"Cute French Perfumed Talc 350gm",80,90,"MOUSUMI ENTERPRISES LTD ",0,0
988,11708101771300,"Cute French Perfumed Talcum Refreshing Delightful Deodorizin",0,0,"MOUSUMI ENTERPRISES LTD ",0,0
989,088021512009,"Cute Glycerine  60 g",35,40,"Kohinoor Chemical company Ltd",0,0
990,088021511996,"Cute Glycerine 140 g",55,70,"Asian Consumer Care",0,0
991,088021511255,"Cute herbal hair tonic 160ml",77,90,"MOUSUMI ENTERPRISES LTD ",0,0
992,088021511248,"Cute herbal hair tonic 330ml",150,175,"MOUSUMI ENTERPRISES LTD ",0,0
993,088021513006,"Cute lemon soap 125gm",40,45,"MOUSUMI ENTERPRISES LTD ",0,0
994,088021513013,"Cute lemon soap 75gm",23,26,"MOUSUMI ENTERPRISES LTD ",0,0
995,088021512900,"Cute neem soap 125gm",40,45,"MOUSUMI ENTERPRISES LTD ",0,0
996,088021512917,"Cute neem soap 75gm",25,28,"MOUSUMI ENTERPRISES LTD ",0,0
997,11710082226400,"Cute Perfumed Coconut Lite 330ml 170tk",0,0,"MOUSUMI ENTERPRISES LTD ",0,0
998,1769600,"Cute Perfumed Coconut Lite Hair oil 160ml",81,90,"MOUSUMI ENTERPRISES LTD ",0,0
999,1768200,"Cute Perfumed Coconut lite Non sticky Hair Oil 330ml",140,170,"MOUSUMI ENTERPRISES LTD ",0,0
1000,11710082226100,"Cute Pomade 30g",21,25,"MOUSUMI ENTERPRISES LTD ",0,0
1001,11710082226000,"Cute Pomade 50g",30,45,"MOUSUMI ENTERPRISES LTD ",0,0
1002,11710082225900,"Cute Refiend Glycerine 140g",51,70,"MOUSUMI ENTERPRISES LTD ",0,0
1003,11710082226300,"Cute Refiend Glycerine 60g",29.14,40,"MOUSUMI ENTERPRISES LTD ",0,0
1004,088021511156,"Cute Romance Eau De Parfum 15ml",80,90,"MOUSUMI ENTERPRISES LTD ",0,0
1005,088021511149,"Cute Romance Eau De Parfum 60ml",200,225,"MOUSUMI ENTERPRISES LTD ",0,0
1006,2002500,"Cute Romance Talc 200mg",52,60,"MOUSUMI ENTERPRISES LTD ",0,0
1007,11710082225600,"Cute Romance Talcum Powder 200g",0,0,"MOUSUMI ENTERPRISES LTD ",0,0
1008,1770400,"Cute Romance Talcum Powder 400g",80,90,"MOUSUMI ENTERPRISES LTD ",0,0
1009,088021512856,"Cute rose soap 125gm",40,45,"MOUSUMI ENTERPRISES LTD ",0,0
1010,11710242268600,"Dabli Dal Loose KG",30,40,"Home Plus Own Collection",0,0
1011,8901207019012,"DABUR AMLA HAIR OIL 275ML",140,195,"Asian Consumer Care",0,0
1012,8901207019029,"Dabur Amla hair oil 450ml",245,275,"Asian Consumer Care",0,0
1013,89006818,"Dabur Amla hair oil 45ml",20,25,"Asian Consumer Care",0,0
1014,89006825,"Dabur amla hair oil 90ml",55,70,"Asian Consumer Care",0,0
1015,89003428,"Dabur Batika BLack olive & Almond Shampoo 100ml",58,75,"Asian Consumer Care",0,0
1016,8901888000682,"Dabur Chyawanprash 500gm",215,270,"Asian Consumer Care",0,0
1017,89005590,"Dabur Gualabari Rose water 120ml",0,0,"Asian Consumer Care",0,0
1018,8901207019005,"Dabur hair oil combo 180ml ",110,140,"Asian Consumer Care",0,0
1019,8901207005374,"Dabur Honey 100gm",89,100,"Asian Consumer Care",0,0
1020,8901207095368,"Dabur Honey 1kg",540,630,"Asian Consumer Care",0,0
1021,8901207035364,"Dabur Honey 250gm",173,190,"Asian Consumer Care",0,0
1022,8901207872624,"Dabur Honey 500gm",295,320,"Asian Consumer Care",0,0
1023,8901207045370,"Dabur Honey 50gm",41,45,"Asian Consumer Care",0,0
1024,8901207099106,"Dabur Red  PASte ",50,60,"Asian Consumer Care",0,0
1025,11708091736800,"Dabur Red Paste 100gm",0,0,"Asian Consumer Care",0,0
1026,8901888000897,"Dabur Red paste 200gm",85,110,"Asian Consumer Care",0,0
1027,8901207019326,"Dabur Vatika Beliful 180ml",85,100,"Asian Consumer Care",0,0
1028,8901207019333,"Dabur Vatika Beliful 275ml",120,150,"Asian Consumer Care",0,0
1029,11708101781800,"Dabur Vatika Beliful 90ml",0,0,"Asian Consumer Care",0,0
1030,11708101783300,"Dabur Vatika Black Olive & Almond Shampoo 100ml",0,0,"Asian Consumer Care",0,0
1031,8901207004636,"Dabur vatika black olive & almond shampoo 200ml",120,150,"Asian Consumer Care",0,0
1032,8901207096662,"Dabur Vatika CO Combo300ml",200,230,"Asian Consumer Care",0,0
1033,8901207029691,"Dabur Vatika Enriched Coconut Hair Oil 150ml",95,120,"Asian Consumer Care",0,0
1034,11708101780900,"Dabur Vatika Enriched Coconut Hair Oil 75ml",0,0,"Asian Consumer Care",0,0
1035,8941170005452,"Dairy land lassi",13,16,"SHAJEEB CORPORATION",0,0
1036,8901233021201,"Dairy Milk Chocolate 54gm",60,75,"Al-Madina Pvt Ltd",0,0
